id,Motivation_Level,Exam_Score,percent
5651,Medium,61,0.021949742658189525
5656,Medium,61,0.021949742658189525
5750,Low,61,0.021949742658189525
5789,Low,61,0.021949742658189525
5802,Medium,61,0.021949742658189525
5807,Low,61,0.021949742658189525
5823,Low,61,0.021949742658189525
5878,Low,61,0.021949742658189525
5885,Low,61,0.021949742658189525
5897,High,61,0.021949742658189525
5931,Low,61,0.021949742658189525
5941,Medium,61,0.021949742658189525
6003,Medium,61,0.021949742658189525
6010,High,61,0.021949742658189525
6024,Medium,61,0.021949742658189525
6038,Medium,61,0.021949742658189525
6097,High,61,0.021949742658189525
6100,Medium,61,0.021949742658189525
6123,Medium,61,0.021949742658189525
6130,Low,61,0.021949742658189525
6213,Medium,61,0.021949742658189525
6214,Medium,61,0.021949742658189525
6307,Medium,61,0.021949742658189525
6415,Medium,61,0.021949742658189525
6417,Low,61,0.021949742658189525
6451,Low,61,0.021949742658189525
6453,Medium,61,0.021949742658189525
6482,Low,61,0.021949742658189525
6509,Medium,61,0.021949742658189525
62,Low,62,0.04783530124129579
84,High,62,0.04783530124129579
97,Low,62,0.04783530124129579
214,Low,62,0.04783530124129579
228,Medium,62,0.04783530124129579
229,Low,62,0.04783530124129579
287,Medium,62,0.04783530124129579
334,Medium,62,0.04783530124129579
347,Medium,62,0.04783530124129579
371,Medium,62,0.04783530124129579
383,Medium,62,0.04783530124129579
420,Low,62,0.04783530124129579
430,Low,62,0.04783530124129579
431,Medium,62,0.04783530124129579
438,Medium,62,0.04783530124129579
542,Medium,62,0.04783530124129579
574,Medium,62,0.04783530124129579
616,Low,62,0.04783530124129579
621,Low,62,0.04783530124129579
654,Medium,62,0.04783530124129579
656,Low,62,0.04783530124129579
679,High,62,0.04783530124129579
693,Low,62,0.04783530124129579
701,Low,62,0.04783530124129579
766,Low,62,0.04783530124129579
784,Low,62,0.04783530124129579
790,Medium,62,0.04783530124129579
806,Low,62,0.04783530124129579
816,High,62,0.04783530124129579
825,High,62,0.04783530124129579
861,High,62,0.04783530124129579
887,Medium,62,0.04783530124129579
926,Low,62,0.04783530124129579
931,Medium,62,0.04783530124129579
946,Medium,62,0.04783530124129579
955,Low,62,0.04783530124129579
970,High,62,0.04783530124129579
975,Medium,62,0.04783530124129579
983,Low,62,0.04783530124129579
992,Medium,62,0.04783530124129579
994,Medium,62,0.04783530124129579
1007,Low,62,0.04783530124129579
1062,Low,62,0.04783530124129579
1126,Medium,62,0.04783530124129579
1151,Low,62,0.04783530124129579
1154,Medium,62,0.04783530124129579
1243,Medium,62,0.04783530124129579
1268,High,62,0.04783530124129579
1316,High,62,0.04783530124129579
1329,High,62,0.04783530124129579
1349,High,62,0.04783530124129579
1351,Medium,62,0.04783530124129579
1423,Medium,62,0.04783530124129579
1446,Medium,62,0.04783530124129579
1506,Medium,62,0.04783530124129579
1518,Medium,62,0.04783530124129579
1519,Medium,62,0.04783530124129579
1536,Medium,62,0.04783530124129579
1545,Low,62,0.04783530124129579
1553,High,62,0.04783530124129579
1563,Medium,62,0.04783530124129579
1592,Low,62,0.04783530124129579
1632,Medium,62,0.04783530124129579
1710,Medium,62,0.04783530124129579
1731,Low,62,0.04783530124129579
1754,Medium,62,0.04783530124129579
1786,Low,62,0.04783530124129579
1812,Medium,62,0.04783530124129579
1819,Low,62,0.04783530124129579
1842,Medium,62,0.04783530124129579
1895,High,62,0.04783530124129579
1896,Low,62,0.04783530124129579
1902,Medium,62,0.04783530124129579
1909,Medium,62,0.04783530124129579
1918,Medium,62,0.04783530124129579
1951,Medium,62,0.04783530124129579
1953,Low,62,0.04783530124129579
1957,Low,62,0.04783530124129579
1976,Low,62,0.04783530124129579
1981,Medium,62,0.04783530124129579
2012,Medium,62,0.04783530124129579
2055,Medium,62,0.04783530124129579
2067,Medium,62,0.04783530124129579
2075,Low,62,0.04783530124129579
2111,Low,62,0.04783530124129579
2147,Low,62,0.04783530124129579
2151,High,62,0.04783530124129579
2175,Medium,62,0.04783530124129579
2233,Low,62,0.04783530124129579
2272,Low,62,0.04783530124129579
2282,Medium,62,0.04783530124129579
2285,Low,62,0.04783530124129579
2295,Low,62,0.04783530124129579
2378,Low,62,0.04783530124129579
2396,High,62,0.04783530124129579
2423,Medium,62,0.04783530124129579
2432,Medium,62,0.04783530124129579
2477,Medium,62,0.04783530124129579
2498,Low,62,0.04783530124129579
2500,Low,62,0.04783530124129579
2518,High,62,0.04783530124129579
2521,Low,62,0.04783530124129579
2542,Low,62,0.04783530124129579
2563,Medium,62,0.04783530124129579
2583,Medium,62,0.04783530124129579
2592,Low,62,0.04783530124129579
2597,Medium,62,0.04783530124129579
2643,Medium,62,0.04783530124129579
2648,Medium,62,0.04783530124129579
2661,Low,62,0.04783530124129579
2666,Low,62,0.04783530124129579
2716,Medium,62,0.04783530124129579
2868,Low,62,0.04783530124129579
2871,Low,62,0.04783530124129579
2940,Medium,62,0.04783530124129579
2945,Medium,62,0.04783530124129579
2966,Medium,62,0.04783530124129579
2989,Low,62,0.04783530124129579
3025,Medium,62,0.04783530124129579
3051,High,62,0.04783530124129579
3063,Low,62,0.04783530124129579
3084,Low,62,0.04783530124129579
3121,Medium,62,0.04783530124129579
3152,Low,62,0.04783530124129579
3166,Medium,62,0.04783530124129579
3183,High,62,0.04783530124129579
3236,Low,62,0.04783530124129579
3258,Low,62,0.04783530124129579
3310,High,62,0.04783530124129579
3314,High,62,0.04783530124129579
3364,Medium,62,0.04783530124129579
3375,High,62,0.04783530124129579
3391,High,62,0.04783530124129579
3416,Low,62,0.04783530124129579
3451,Medium,62,0.04783530124129579
3455,Low,62,0.04783530124129579
3466,Medium,62,0.04783530124129579
3476,High,62,0.04783530124129579
3498,Low,62,0.04783530124129579
3502,Low,62,0.04783530124129579
3522,Low,62,0.04783530124129579
3529,Low,62,0.04783530124129579
3549,Medium,62,0.04783530124129579
3612,Medium,62,0.04783530124129579
3627,Medium,62,0.04783530124129579
3723,Low,62,0.04783530124129579
3745,Low,62,0.04783530124129579
3763,Low,62,0.04783530124129579
3783,Low,62,0.04783530124129579
3815,Low,62,0.04783530124129579
3858,Low,62,0.04783530124129579
3900,Medium,62,0.04783530124129579
3938,Medium,62,0.04783530124129579
3940,Low,62,0.04783530124129579
4012,High,62,0.04783530124129579
4032,Medium,62,0.04783530124129579
4042,Medium,62,0.04783530124129579
4060,Medium,62,0.04783530124129579
4084,Low,62,0.04783530124129579
4102,Medium,62,0.04783530124129579
4131,Low,62,0.04783530124129579
4145,Medium,62,0.04783530124129579
4241,Medium,62,0.04783530124129579
4268,High,62,0.04783530124129579
4287,Low,62,0.04783530124129579
4310,Medium,62,0.04783530124129579
4332,Medium,62,0.04783530124129579
4344,Medium,62,0.04783530124129579
4364,Medium,62,0.04783530124129579
4371,Medium,62,0.04783530124129579
4380,Low,62,0.04783530124129579
4387,Low,62,0.04783530124129579
4420,Medium,62,0.04783530124129579
4425,High,62,0.04783530124129579
4431,Low,62,0.04783530124129579
4438,Low,62,0.04783530124129579
4529,High,62,0.04783530124129579
4572,Medium,62,0.04783530124129579
4575,Low,62,0.04783530124129579
4605,Medium,62,0.04783530124129579
4610,High,62,0.04783530124129579
4657,Low,62,0.04783530124129579
4708,High,62,0.04783530124129579
4739,Medium,62,0.04783530124129579
4766,Medium,62,0.04783530124129579
4793,Medium,62,0.04783530124129579
4822,Medium,62,0.04783530124129579
4841,Low,62,0.04783530124129579
4864,High,62,0.04783530124129579
4866,Medium,62,0.04783530124129579
4877,Medium,62,0.04783530124129579
4904,Low,62,0.04783530124129579
4923,Low,62,0.04783530124129579
4959,Low,62,0.04783530124129579
4974,Low,62,0.04783530124129579
4980,Medium,62,0.04783530124129579
5000,Low,62,0.04783530124129579
5001,Medium,62,0.04783530124129579
5009,Medium,62,0.04783530124129579
5010,High,62,0.04783530124129579
5026,Low,62,0.04783530124129579
5047,Low,62,0.04783530124129579
5072,Medium,62,0.04783530124129579
5114,High,62,0.04783530124129579
5119,Medium,62,0.04783530124129579
5121,Medium,62,0.04783530124129579
5146,Medium,62,0.04783530124129579
5155,Low,62,0.04783530124129579
5162,Medium,62,0.04783530124129579
5182,High,62,0.04783530124129579
5195,Medium,62,0.04783530124129579
5196,Medium,62,0.04783530124129579
5209,High,62,0.04783530124129579
5227,Medium,62,0.04783530124129579
5248,Medium,62,0.04783530124129579
5270,Low,62,0.04783530124129579
5355,High,62,0.04783530124129579
5388,Low,62,0.04783530124129579
5396,Medium,62,0.04783530124129579
5401,Medium,62,0.04783530124129579
5420,Medium,62,0.04783530124129579
5451,Medium,62,0.04783530124129579
5454,Low,62,0.04783530124129579
5460,Medium,62,0.04783530124129579
5465,High,62,0.04783530124129579
5467,Medium,62,0.04783530124129579
5499,Medium,62,0.04783530124129579
5516,Medium,62,0.04783530124129579
5518,Low,62,0.04783530124129579
5551,Medium,62,0.04783530124129579
5553,Low,62,0.04783530124129579
5623,Low,62,0.04783530124129579
5626,Low,62,0.04783530124129579
5638,Low,62,0.04783530124129579
5655,Medium,62,0.04783530124129579
5660,High,62,0.04783530124129579
5669,Low,62,0.04783530124129579
5694,Medium,62,0.04783530124129579
5699,Low,62,0.04783530124129579
5728,High,62,0.04783530124129579
5742,Medium,62,0.04783530124129579
5770,High,62,0.04783530124129579
5792,High,62,0.04783530124129579
5843,Medium,62,0.04783530124129579
5857,Medium,62,0.04783530124129579
5884,Low,62,0.04783530124129579
5903,Medium,62,0.04783530124129579
5924,Medium,62,0.04783530124129579
5930,Medium,62,0.04783530124129579
5952,Low,62,0.04783530124129579
5953,High,62,0.04783530124129579
6008,Medium,62,0.04783530124129579
6030,Medium,62,0.04783530124129579
6053,Medium,62,0.04783530124129579
6077,High,62,0.04783530124129579
6200,Medium,62,0.04783530124129579
6238,Medium,62,0.04783530124129579
6322,High,62,0.04783530124129579
6347,Medium,62,0.04783530124129579
6436,High,62,0.04783530124129579
6506,Low,62,0.04783530124129579
6513,High,62,0.04783530124129579
6542,Medium,62,0.04783530124129579
6577,Medium,62,0.04783530124129579
25,Medium,63,0.0877989706327581
31,Medium,63,0.0877989706327581
39,Medium,63,0.0877989706327581
50,Medium,63,0.0877989706327581
92,Medium,63,0.0877989706327581
105,High,63,0.0877989706327581
111,Medium,63,0.0877989706327581
117,High,63,0.0877989706327581
133,Medium,63,0.0877989706327581
184,Low,63,0.0877989706327581
188,Medium,63,0.0877989706327581
239,Medium,63,0.0877989706327581
243,Medium,63,0.0877989706327581
261,Medium,63,0.0877989706327581
268,Medium,63,0.0877989706327581
293,Medium,63,0.0877989706327581
298,Medium,63,0.0877989706327581
304,High,63,0.0877989706327581
318,Low,63,0.0877989706327581
360,High,63,0.0877989706327581
363,Low,63,0.0877989706327581
364,Low,63,0.0877989706327581
369,Low,63,0.0877989706327581
381,Medium,63,0.0877989706327581
386,High,63,0.0877989706327581
402,Low,63,0.0877989706327581
407,Low,63,0.0877989706327581
460,Medium,63,0.0877989706327581
463,High,63,0.0877989706327581
483,Medium,63,0.0877989706327581
484,Low,63,0.0877989706327581
486,Medium,63,0.0877989706327581
508,Medium,63,0.0877989706327581
521,Low,63,0.0877989706327581
526,High,63,0.0877989706327581
576,Medium,63,0.0877989706327581
602,Medium,63,0.0877989706327581
612,Low,63,0.0877989706327581
626,Medium,63,0.0877989706327581
627,Low,63,0.0877989706327581
631,High,63,0.0877989706327581
635,Low,63,0.0877989706327581
640,Medium,63,0.0877989706327581
663,High,63,0.0877989706327581
677,Medium,63,0.0877989706327581
707,Low,63,0.0877989706327581
716,Medium,63,0.0877989706327581
722,Low,63,0.0877989706327581
723,High,63,0.0877989706327581
755,Low,63,0.0877989706327581
779,Medium,63,0.0877989706327581
824,Medium,63,0.0877989706327581
834,High,63,0.0877989706327581
842,Low,63,0.0877989706327581
879,Low,63,0.0877989706327581
900,Medium,63,0.0877989706327581
934,Medium,63,0.0877989706327581
949,Low,63,0.0877989706327581
977,Low,63,0.0877989706327581
1006,Low,63,0.0877989706327581
1010,High,63,0.0877989706327581
1012,Medium,63,0.0877989706327581
1014,Low,63,0.0877989706327581
1028,Low,63,0.0877989706327581
1044,Low,63,0.0877989706327581
1048,Medium,63,0.0877989706327581
1051,Medium,63,0.0877989706327581
1089,Medium,63,0.0877989706327581
1099,Low,63,0.0877989706327581
1119,Low,63,0.0877989706327581
1152,High,63,0.0877989706327581
1190,High,63,0.0877989706327581
1208,Low,63,0.0877989706327581
1209,Medium,63,0.0877989706327581
1231,Medium,63,0.0877989706327581
1239,Medium,63,0.0877989706327581
1241,Medium,63,0.0877989706327581
1248,Medium,63,0.0877989706327581
1254,Medium,63,0.0877989706327581
1264,Low,63,0.0877989706327581
1274,High,63,0.0877989706327581
1288,High,63,0.0877989706327581
1321,Low,63,0.0877989706327581
1326,High,63,0.0877989706327581
1340,Medium,63,0.0877989706327581
1341,Low,63,0.0877989706327581
1382,Medium,63,0.0877989706327581
1413,Low,63,0.0877989706327581
1429,Low,63,0.0877989706327581
1430,Low,63,0.0877989706327581
1456,Medium,63,0.0877989706327581
1469,Medium,63,0.0877989706327581
1488,High,63,0.0877989706327581
1499,High,63,0.0877989706327581
1502,High,63,0.0877989706327581
1544,Medium,63,0.0877989706327581
1552,High,63,0.0877989706327581
1580,Low,63,0.0877989706327581
1605,Medium,63,0.0877989706327581
1617,High,63,0.0877989706327581
1627,High,63,0.0877989706327581
1634,Low,63,0.0877989706327581
1641,Low,63,0.0877989706327581
1674,Medium,63,0.0877989706327581
1695,Low,63,0.0877989706327581
1709,Low,63,0.0877989706327581
1732,Low,63,0.0877989706327581
1745,Medium,63,0.0877989706327581
1774,Low,63,0.0877989706327581
1782,Medium,63,0.0877989706327581
1788,Low,63,0.0877989706327581
1818,Low,63,0.0877989706327581
1823,Low,63,0.0877989706327581
1837,Medium,63,0.0877989706327581
1853,High,63,0.0877989706327581
1879,Medium,63,0.0877989706327581
1889,Low,63,0.0877989706327581
1943,Medium,63,0.0877989706327581
1963,High,63,0.0877989706327581
1969,Low,63,0.0877989706327581
1975,Low,63,0.0877989706327581
1983,Low,63,0.0877989706327581
1997,Medium,63,0.0877989706327581
2014,High,63,0.0877989706327581
2024,Medium,63,0.0877989706327581
2041,Medium,63,0.0877989706327581
2042,Medium,63,0.0877989706327581
2086,Low,63,0.0877989706327581
2088,Low,63,0.0877989706327581
2091,High,63,0.0877989706327581
2118,Low,63,0.0877989706327581
2150,High,63,0.0877989706327581
2209,High,63,0.0877989706327581
2239,Medium,63,0.0877989706327581
2253,Low,63,0.0877989706327581
2269,High,63,0.0877989706327581
2276,Medium,63,0.0877989706327581
2284,Medium,63,0.0877989706327581
2311,Low,63,0.0877989706327581
2326,Low,63,0.0877989706327581
2345,Medium,63,0.0877989706327581
2386,Low,63,0.0877989706327581
2398,Medium,63,0.0877989706327581
2443,High,63,0.0877989706327581
2454,Medium,63,0.0877989706327581
2481,High,63,0.0877989706327581
2506,High,63,0.0877989706327581
2509,Medium,63,0.0877989706327581
2536,High,63,0.0877989706327581
2586,Medium,63,0.0877989706327581
2615,Medium,63,0.0877989706327581
2677,Medium,63,0.0877989706327581
2678,Medium,63,0.0877989706327581
2698,Medium,63,0.0877989706327581
2711,Medium,63,0.0877989706327581
2722,Medium,63,0.0877989706327581
2746,Medium,63,0.0877989706327581
2758,Low,63,0.0877989706327581
2775,Low,63,0.0877989706327581
2790,Low,63,0.0877989706327581
2811,Medium,63,0.0877989706327581
2853,Medium,63,0.0877989706327581
2858,Medium,63,0.0877989706327581
2908,Low,63,0.0877989706327581
2921,Low,63,0.0877989706327581
2946,High,63,0.0877989706327581
2950,Medium,63,0.0877989706327581
3002,Medium,63,0.0877989706327581
3008,Low,63,0.0877989706327581
3014,Medium,63,0.0877989706327581
3018,Low,63,0.0877989706327581
3023,Medium,63,0.0877989706327581
3031,Medium,63,0.0877989706327581
3041,Medium,63,0.0877989706327581
3089,Medium,63,0.0877989706327581
3095,Low,63,0.0877989706327581
3118,Medium,63,0.0877989706327581
3187,Medium,63,0.0877989706327581
3225,Low,63,0.0877989706327581
3232,Medium,63,0.0877989706327581
3322,Medium,63,0.0877989706327581
3329,Medium,63,0.0877989706327581
3337,Low,63,0.0877989706327581
3339,Low,63,0.0877989706327581
3356,High,63,0.0877989706327581
3357,Medium,63,0.0877989706327581
3409,Low,63,0.0877989706327581
3420,Medium,63,0.0877989706327581
3424,Low,63,0.0877989706327581
3425,Low,63,0.0877989706327581
3440,Medium,63,0.0877989706327581
3449,Medium,63,0.0877989706327581
3482,Medium,63,0.0877989706327581
3483,Low,63,0.0877989706327581
3492,Low,63,0.0877989706327581
3497,Medium,63,0.0877989706327581
3557,Medium,63,0.0877989706327581
3590,Low,63,0.0877989706327581
3597,Low,63,0.0877989706327581
3601,Medium,63,0.0877989706327581
3630,Medium,63,0.0877989706327581
3636,Medium,63,0.0877989706327581
3707,Medium,63,0.0877989706327581
3714,Medium,63,0.0877989706327581
3740,Low,63,0.0877989706327581
3749,Medium,63,0.0877989706327581
3754,Medium,63,0.0877989706327581
3770,Medium,63,0.0877989706327581
3774,Low,63,0.0877989706327581
3791,Medium,63,0.0877989706327581
3795,Medium,63,0.0877989706327581
3808,Medium,63,0.0877989706327581
3811,Medium,63,0.0877989706327581
3831,Low,63,0.0877989706327581
3832,Medium,63,0.0877989706327581
3852,Medium,63,0.0877989706327581
3855,Medium,63,0.0877989706327581
3882,Medium,63,0.0877989706327581
3899,High,63,0.0877989706327581
3950,Low,63,0.0877989706327581
3952,Low,63,0.0877989706327581
3972,Medium,63,0.0877989706327581
3974,Medium,63,0.0877989706327581
3976,High,63,0.0877989706327581
3993,Medium,63,0.0877989706327581
3996,High,63,0.0877989706327581
4017,High,63,0.0877989706327581
4027,Low,63,0.0877989706327581
4033,Low,63,0.0877989706327581
4040,Low,63,0.0877989706327581
4066,High,63,0.0877989706327581
4094,Low,63,0.0877989706327581
